Mitocheck_Phenotypic_Class	frame_details
Interphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X1257___Y0488
Interphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X1278___Y0265
Interphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0087___Y0240
Interphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0682___Y0836
Interphase	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X0951___Y0985
Interphase	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X1277___Y0831
Interphase	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X1090___Y0753
Interphase	PLLT0091_30--ex2005_08_12--sp2005_07_26--tt17--c3___P00169_01___T00004___X1172___Y0509
Interphase	PLLT0091_30--ex2005_08_12--sp2005_07_26--tt17--c3___P00169_01___T00004___X1209___Y0509
Interphase	PLLT0091_30--ex2005_08_12--sp2005_07_26--tt17--c3___P00169_01___T00004___X0316___Y0474
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0284___Y0379
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0334___Y0417
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0767___Y0146
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0137___Y0687
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0342___Y0135
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0411___Y0102
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0367___Y0960
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0539___Y0929
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0949___Y0069
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0723___Y0054
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0245___Y0414
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0823___Y0948
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0032___Y0664
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0690___Y0903
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0868___Y0415
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0090___Y0332
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0522___Y0593
Interphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0667___Y0879
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0422___Y0851
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0519___Y0148
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0566___Y0687
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0276___Y0827
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X1163___Y0232
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X1160___Y0308
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0435___Y0905
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0338___Y0856
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0596___Y0709
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0789___Y0421
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0870___Y0488
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0232___Y0268
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0723___Y0763
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0736___Y0479
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0756___Y0414
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0882___Y0425
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0610___Y0701
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0998___Y0166
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0780___Y0426
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0823___Y0760
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0256___Y0342
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0279___Y0819
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0724___Y0495
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0569___Y0138
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0402___Y0195
Interphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0750___Y0433
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0699___Y0179
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0656___Y0179
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0467___Y0245
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0497___Y0280
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0497___Y0224
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0594___Y0183
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0539___Y0179
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0646___Y0106
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0619___Y0087
Interphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1244___Y0891
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0549___Y0082
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0209___Y0300
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0876___Y0622
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0918___Y0515
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0948___Y0643
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0916___Y0583
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0171___Y0284
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X1310___Y0530
Interphase	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00000___X0933___Y0557
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1080___Y0618
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0982___Y0887
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0547___Y0755
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0099___Y0658
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0865___Y0882
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1127___Y0628
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1090___Y0585
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1209___Y0581
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1282___Y0188
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0892___Y0837
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1220___Y0657
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0983___Y0837
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1107___Y0557
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0597___Y0732
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0804___Y0351
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1163___Y0584
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0937___Y0892
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1168___Y0646
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0934___Y0846
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1235___Y0555
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X0221___Y0027
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1043___Y0601
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1189___Y0552
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1224___Y0662
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1142___Y0633
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X0591___Y0800
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1116___Y0595
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1134___Y0551
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X0172___Y0042
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1279___Y0643
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1117___Y0631
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X0241___Y0075
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0503___Y0856
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0358___Y0129
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0945___Y0769
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0398___Y0167
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0907___Y0712
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X1183___Y0383
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0863___Y0484
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0451___Y0852
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0253___Y0764
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0927___Y0468
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0284___Y0801
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0402___Y0811
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0462___Y0123
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0391___Y0853
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0411___Y0104
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0018___Y0647
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1181___Y0079
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1008___Y0588
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1102___Y0670
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1038___Y0951
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1182___Y0657
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X0997___Y0935
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1151___Y0111
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1141___Y0079
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1166___Y0141
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1139___Y0676
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X0963___Y0898
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1064___Y0580
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0021___Y0141
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0044___Y0919
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0085___Y0351
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0379___Y0752
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0764___Y0190
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0952___Y0453
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X1007___Y0927
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0066___Y0382
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X1045___Y0573
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0875___Y0465
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0806___Y0194
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X1218___Y0156
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X1008___Y0588
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0356___Y0807
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X1226___Y0114
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0494___Y0891
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0021___Y0972
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1120___Y0836
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1267___Y0527
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0400___Y0706
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0362___Y0747
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1002___Y0923
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0057___Y0654
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1155___Y0105
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0065___Y0589
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0809___Y0186
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1209___Y0118
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0395___Y0708
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0349___Y0747
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X1203___Y0120
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0073___Y0594
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0057___Y0655
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0492___Y0895
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0536___Y0892
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X1023___Y0828
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X1207___Y0125
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X1111___Y0119
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X1113___Y0160
Interphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X0391___Y0814
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00026___X0504___Y0476
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00026___X0873___Y0375
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00026___X0969___Y0820
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00033___X0917___Y0520
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00033___X0851___Y0453
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00033___X0948___Y0854
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00049___X1062___Y0378
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00049___X0833___Y0485
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00049___X0983___Y0267
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X1165___Y0523
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0621___Y0508
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0887___Y0357
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0496___Y0234
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0856___Y0452
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X1197___Y0300
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0657___Y0161
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X1222___Y0273
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0916___Y0550
Interphase	PLLT0144_01--ex2005_10_26--sp2005_10_13--tt173--c5___P00166_01___T00067___X0685___Y0172
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X1042___Y0049
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X1234___Y0227
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0182___Y0413
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X1050___Y0087
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0874___Y0049
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0901___Y0087
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0832___Y0038
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0495___Y0936
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0886___Y0722
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0921___Y0754
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0185___Y0404
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X1013___Y0748
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00046___X0295___Y0457
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X1005___Y0891
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0901___Y0386
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0324___Y0439
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0973___Y0893
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0993___Y0806
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0744___Y0716
Interphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0952___Y0755
Apoptosis	PLLT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3___P00149_01___T00082___X0943___Y0381
Apoptosis	PLLT0012_29--ex2005_06_10--sp2005_04_08--tt16--c3___P00252_01___T00082___X0458___Y0651
Apoptosis	PLLT0012_29--ex2005_06_10--sp2005_04_08--tt16--c3___P00252_01___T00082___X0527___Y0258
Apoptosis	PLLT0012_29--ex2005_06_10--sp2005_04_08--tt16--c3___P00252_01___T00082___X0586___Y0078
Apoptosis	PLLT0012_29--ex2005_06_10--sp2005_04_08--tt16--c3___P00252_01___T00082___X0802___Y0882
Apoptosis	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0675___Y0247
Apoptosis	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X1056___Y0428
Apoptosis	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0746___Y0546
Apoptosis	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0871___Y0586
